BRECKENRIDGE
2005-01,M,M,1.21,18.5
2005-02,M,M,1.49,23.5
2005-03,M,M,1.56,27.0
2005-04,M,M,1.72,22.5
2005-05,M,M,1.03,9.5
2005-06,M,M,1.64,1.5
2005-07,M,M,0.73,0.0
2005-08,M,M,3.03,0.0
2005-09,M,M,1.37,0.0
2005-10,M,M,2.06,20.5
2005-11,M,M,3.10,47.0
2005-12,M,M,3.16,41.9
2006-01,M,M,2.91,39.5
2006-02,M,M,1.94,23.9
2006-03,M,M,2.13,23.5
2006-04,M,M,1.56,14.5
2006-05,M,M,1.14,2.5
2006-06,M,M,0.26,0.0
2006-07,M,M,4.83,0.0
2006-08,M,M,2.29,0.0
2006-09,M,M,2.32,17.5
2006-10,M,M,2.64,36.8
2006-11,M,M,0.91,18.7
2006-12,M,M,1.37,21.0
2007-01,M,M,1.44,18.5
2007-02,M,M,2.38,35.0
2007-03,M,M,1.79,23.5
2007-04,M,M,3.27,35.5
2007-05,M,M,1.38,10.0
2007-06,M,M,0.44,1.0
2007-07,M,M,2.29,0.0
2007-08,M,M,2.71,0.0
2007-09,M,M,1.03,0.5
2007-10,M,M,1.29,21.1
2007-11,M,M,0.41,10.5
2007-12,M,M,3.06,43.0
2008-01,M,M,2.69,31.5
2008-02,M,M,2.24,35.7
2008-03,M,M,2.66,34.0
2008-04,M,M,2.13,29.7
2008-05,M,M,2.05,19.2
2008-06,M,M,0.34,1.5
2008-07,M,M,1.83,T
2008-08,M,M,2.76,0.0
2008-09,M,M,2.24,0.5
2008-10,M,M,0.98,3.0
2008-11,M,M,0.92,15.5
2008-12,M,M,2.20,42.9
2009-01,M,M,1.28,22.0
2009-02,M,M,1.50,18.4
2009-03,M,M,1.80,23.9
2009-04,M,M,2.61,31.0
2009-05,M,M,2.63,4.2
2009-06,M,M,2.25,0.0
2009-07,M,M,2.27,0.0
2009-08,M,M,0.79,0.0
2009-09,M,M,1.84,T
2009-10,M,M,2.30,22.9
2009-11,M,M,0.50,9.7
2009-12,M,M,0.78,12.7
2010-01,M,M,0.92,12.3
2010-02,M,M,1.54,20.4
2010-03,M,M,1.58,18.8
2010-04,M,M,2.45,26.4
2010-05,M,M,2.05,14.3
2010-06,M,M,1.55,3.1
2010-07,M,M,2.66,0.0
2010-08,M,M,3.07,0.0
2010-09,M,M,0.44,0.0
2010-10,M,M,2.54,9.3
2010-11,M,M,1.96,28.0
2010-12,M,M,2.20,32.5
2011-01,M,M,2.60,40.0
2011-02,M,M,1.85,26.3
2011-03,M,M,2.72,32.1
2011-04,M,M,4.03,42.0
2011-05,M,M,0.86,2.2
2011-06,M,M,0.67,2.2
2011-07,M,M,7.15,0.0
2011-08,M,M,1.88,0.0
2011-09,M,M,1.15,0.0
2011-10,M,M,1.55,12.4
2011-11,M,M,1.15,15.9
2011-12,M,M,0.33,4.4
2012-01,M,M,2.03,27.4
2012-02,M,M,2.59,33.0
2012-03,M,M,0.58,6.8
2012-04,M,M,1.46,16.2
2012-05,M,M,0.94,1.3
2012-06,M,M,0.50,0.0
2012-07,M,M,4.21,0.0
2012-08,M,M,1.88,0.0
2012-09,M,M,1.07,0.0
2012-10,M,M,0.72,8.0
2012-11,M,M,0.26,4.0
2012-12,M,M,1.80,23.9
2013-01,M,M,0.55,6.6
2013-02,M,M,1.76,25.4
2013-03,M,M,2.67,35.6
2013-04,M,M,4.14,49.5
2013-05,M,M,2.60,22.9
2013-06,M,M,0.26,0.0
2013-07,M,M,2.98,0.0
2013-08,M,M,4.22,0.0
2013-09,M,M,3.35,0.0
2013-10,M,M,1.33,20.5
2013-11,M,M,1.51,20.1
2013-12,M,M,1.43,27.3
2014-01,M,M,4.16,60.5
2014-02,M,M,3.91,43.8
2014-03,M,M,2.57,37.4
2014-04,M,M,2.34,22.2
2014-05,M,M,3.44,16.3
2014-06,M,M,0.29,0.0
2014-07,M,M,2.10,0.0
2014-08,M,M,2.47,0.0
2014-09,M,M,1.69,0.0
2014-10,M,M,0.87,8.3
2014-11,M,M,3.18,50.5
2014-12,M,M,2.79,32.3
2015-01,M,M,1.03,15.7
2015-02,M,M,2.53,34.6
2015-03,M,M,1.38,19.9
2015-04,M,M,2.73,23.5
2015-05,M,M,3.50,11.1
2015-06,M,M,1.28,0.0
2015-07,M,M,2.99,0.0
2015-08,M,M,0.50,0.0
2015-09,M,M,0.46,0.0
2015-10,M,M,1.46,7.7
2015-11,M,M,2.10,32.7
2015-12,M,M,1.88,25.6
2016-01,M,M,1.52,22.2
2016-02,M,M,1.28,16.8
2016-03,M,M,2.84,37.2
2016-04,M,M,2.97,33.5
2016-05,M,M,1.20,5.9
2016-06,M,M,0.87,0.0
2016-07,M,M,3.93,0.0
2016-08,M,M,4.08,0.0
2016-09,M,M,0.71,0.0
2016-10,M,M,0.60,6.4
2016-11,M,M,0.79,11.4
2016-12,M,M,3.93,42.8
2017-01,M,M,4.28,53.0
2017-02,M,M,1.45,14.8
2017-03,M,M,1.47,13.3
2017-04,M,M,2.33,20.1
2017-05,M,M,3.79,28.4
2017-06,M,M,0.31,T
2017-07,M,M,2.51,0.0
2017-08,M,M,0.57,0.0
2017-09,M,M,1.57,1.0
2017-10,M,M,1.36,17.4
2017-11,M,M,0.86,7.2
2017-12,M,M,2.05,35.9
2018-01,M,M,1.76,23.0
2018-02,M,M,2.01,27.7
2018-03,M,M,1.47,20.7
2018-04,M,M,4.09,35.4
2018-05,M,M,0.86,2.6
2018-06,M,M,1.05,0.0
2018-07,M,M,1.49,0.0
2018-08,M,M,1.34,0.0
2018-09,M,M,0.58,0.0
2018-10,M,M,2.36,23.5
2018-11,M,M,2.06,29.4
2018-12,M,M,1.14,22.1
2019-01,M,M,2.05,25.1
2019-02,M,M,1.31,15.2
2019-03,M,M,5.57,70.4
2019-04,M,M,2.81,13.4
2019-05,M,M,3.38,19.1
2019-06,M,M,1.43,0.6
2019-07,M,M,0.62,0.0
2019-08,M,M,1.82,0.0
2019-09,M,M,0.49,0.0
2019-10,M,M,2.17,30.4
2019-11,M,M,1.02,11.5
2019-12,M,M,1.93,29.9
2020-01,M,M,2.06,29.4
2020-02,M,M,4.21,61.4
2020-03,M,M,1.64,20.9
2020-04,M,M,2.23,27.6
2020-05,M,M,1.11,4.2
2020-06,M,M,1.29,0.0
2020-07,M,M,3.33,0.0
2020-08,M,M,1.01,0.0
2020-09,M,M,0.60,5.3
2020-10,M,M,0.62,8.8
2020-11,M,M,2.10,22.1
2020-12,M,M,1.44,22.3
2021-01,M,M,0.55,7.8
2021-02,M,M,2.16,25.0
2021-03,M,M,2.67,41.5
2021-04,M,M,1.35,17.2
2021-05,M,M,1.72,7.1
2021-06,M,M,1.84,0.0
2021-07,M,M,3.22,0.0
2021-08,M,M,1.88,0.0
2021-09,M,M,1.24,0.6
2021-10,M,M,1.32,11.1
2021-11,M,M,1.09,17.6
2021-12,M,M,2.31,31.8
2022-01,M,M,2.00,24.5
2022-02,M,M,1.23,15.2
2022-03,M,M,1.87,20.5
2022-04,M,M,2.33,27.5
2022-05,M,M,2.87,32.2
2022-06,M,M,1.54,T
2022-07,M,M,2.72,0.0
2022-08,M,M,6.24,0.0
2022-09,M,M,0.84,0.0
2022-10,M,M,1.67,8.8
2022-11,M,M,1.56,20.7
2022-12,M,M,2.23,37.9
2023-01,M,M,1.75,24.9
2023-02,M,M,1.30,17.4
2023-03,M,M,1.70,23.1
2023-04,M,M,1.71,16.6
2023-05,M,M,2.11,3.8
2023-06,M,M,2.18,0.0
2023-07,M,M,0.83,0.0
2023-08,M,M,4.10,0.0
2023-09,M,M,1.67,0.0
2023-10,M,M,1.71,15.9
2023-11,M,M,0.50,8.7
2023-12,M,M,1.83,22.4
2024-01,M,M,2.72,34.3
2024-02,M,M,2.09,29.3
2024-03,M,M,2.82,34.1
2024-04,M,M,3.14,29.7
2024-05,M,M,2.04,20.1
2024-06,M,M,1.60,0.0
2024-07,M,M,1.68,0.0
2024-08,M,M,2.45,0.0
2024-09,M,M,0.85,0.0
2024-10,M,M,0.96,7.0
2024-11,M,M,3.64,52.2
2024-12,M,M,1.42,25.9
